#time state counter
235.000000 1 3
236.000000 1 3
237.000000 3 4
238.000000 3 4
239.000000 3 4
240.000000 3 4
241.000000 3 4
242.000000 3 4
243.000000 3 4
244.000000 3 4
245.000000 3 4
246.000000 3 4
247.000000 3 4
248.000000 3 4
249.000000 3 4
250.000000 3 4
251.000000 3 4
252.000000 3 4
253.000000 3 4
254.000000 3 4
255.000000 4 5
256.000000 4 5
257.000000 4 5
258.000000 4 5
259.000000 4 5
260.000000 4 5
261.000000 4 5
262.000000 4 5
263.000000 3 5
264.000000 3 5
265.000000 3 5
266.000000 3 5
267.000000 3 5
268.000000 3 5
269.000000 1 5
270.000000 1 5
271.000000 1 5
272.000000 1 5
273.000000 1 5
274.000000 1 5
275.000000 1 5
276.000000 1 5
277.000000 1 5
278.000000 1 5
279.000000 1 5
280.000000 1 5
281.000000 1 5
282.000000 1 5
283.000000 1 5
284.000000 1 5
285.000000 1 5
286.000000 1 5
287.000000 1 5
288.000000 2 5
289.000000 2 5
290.000000 2 5
291.000000 2 5
292.000000 2 5
293.000000 2 5
294.000000 2 5
295.000000 2 5
296.000000 2 5
297.000000 2 5
298.000000 1 5
299.000000 1 5
300.000000 1 5
301.000000 1 5
302.000000 1 5
303.000000 1 5
304.000000 1 5
305.000000 1 5
306.000000 1 5
307.000000 1 5
308.000000 1 5
309.000000 1 5
310.000000 1 5
311.000000 1 5
312.000000 1 5
313.000000 1 5
314.000000 1 5
315.000000 1 5
316.000000 1 5
317.000000 1 5
318.000000 1 5
319.000000 5 5
320.000000 5 5
321.000000 5 5
322.000000 5 5
323.000000 5 5
324.000000 5 5
325.000000 5 5
326.000000 5 5
327.000000 5 5
328.000000 5 5
329.000000 5 5
330.000000 5 5
331.000000 5 5
332.000000 5 5
333.000000 5 5
334.000000 5 5
335.000000 5 5
336.000000 5 5
337.000000 5 5
338.000000 5 5
339.000000 5 5
340.000000 5 5
341.000000 5 5
342.000000 5 5
343.000000 5 5
344.000000 5 5
345.000000 5 5
346.000000 5 5
347.000000 5 5
348.000000 5 5
349.000000 5 5
350.000000 5 5
351.000000 5 5
352.000000 1 5
353.000000 1 5
354.000000 1 5
355.000000 1 5
356.000000 1 5
357.000000 1 5
358.000000 1 5
359.000000 1 5
360.000000 5 5
361.000000 5 5
362.000000 5 5
363.000000 6 6
364.000000 6 6
365.000000 6 6
366.000000 6 6
367.000000 6 6
368.000000 6 6
369.000000 6 6
370.000000 6 6
371.000000 6 6
372.000000 6 6
373.000000 2 6
374.000000 2 6
375.000000 2 6
376.000000 2 6
377.000000 2 6
378.000000 2 6
379.000000 2 6
380.000000 2 6
381.000000 2 6
382.000000 2 6
383.000000 2 6
384.000000 2 6
385.000000 2 6
386.000000 2 6
387.000000 2 6
388.000000 2 6
389.000000 2 6
390.000000 2 6
391.000000 2 6
392.000000 2 6
393.000000 2 6
394.000000 2 6
395.000000 2 6
396.000000 2 6
397.000000 2 6
398.000000 2 6
399.000000 2 6
400.000000 2 6
401.000000 2 6
402.000000 2 6
403.000000 2 6
404.000000 4 6
405.000000 4 6
406.000000 4 6
407.000000 4 6
408.000000 4 6
409.000000 4 6
410.000000 4 6
411.000000 4 6
412.000000 4 6
413.000000 4 6
414.000000 4 6
415.000000 4 6
416.000000 4 6
417.000000 4 6
418.000000 2 6
419.000000 1 6
420.000000 1 6
421.000000 1 6
422.000000 1 6
423.000000 1 6
424.000000 1 6
425.000000 1 6
426.000000 1 6
427.000000 1 6
428.000000 1 6
429.000000 1 6
430.000000 1 6
431.000000 1 6
432.000000 1 6
433.000000 1 6
434.000000 1 6
435.000000 1 6
436.000000 1 6
437.000000 1 6
438.000000 1 6
439.000000 1 6
440.000000 1 6
441.000000 1 6
442.000000 1 6
443.000000 1 6
444.000000 1 6
445.000000 1 6
446.000000 1 6
447.000000 1 6
448.000000 1 6
449.000000 1 6
450.000000 1 6
451.000000 1 6
452.000000 1 6
453.000000 1 6
454.000000 1 6
455.000000 1 6
456.000000 1 6
457.000000 1 6
458.000000 1 6
459.000000 1 6
460.000000 1 6
461.000000 3 6
462.000000 3 6
463.000000 3 6
464.000000 3 6
465.000000 3 6
466.000000 3 6
467.000000 3 6
468.000000 3 6
469.000000 3 6
470.000000 3 6
471.000000 3 6
472.000000 3 6
473.000000 3 6
474.000000 3 6
475.000000 3 6
476.000000 3 6
477.000000 3 6
478.000000 3 6
479.000000 3 6
480.000000 3 6
481.000000 3 6
482.000000 3 6
483.000000 3 6
484.000000 3 6
485.000000 3 6
486.000000 3 6
487.000000 3 6
488.000000 3 6
489.000000 3 6
490.000000 3 6
491.000000 3 6
492.000000 3 6
493.000000 3 6
494.000000 3 6
495.000000 3 6
496.000000 3 6
497.000000 3 6
498.000000 3 6
499.000000 3 6
500.000000 3 6
501.000000 3 6
502.000000 3 6
503.000000 3 6
504.000000 3 6
505.000000 3 6
506.000000 3 6
507.000000 3 6
508.000000 3 6
509.000000 3 6
510.000000 3 6
511.000000 3 6
512.000000 3 6
513.000000 3 6
514.000000 3 6
515.000000 3 6
516.000000 3 6
517.000000 3 6
518.000000 3 6
519.000000 3 6
520.000000 3 6
521.000000 3 6
522.000000 3 6
523.000000 3 6
524.000000 3 6
525.000000 3 6
526.000000 3 6
527.000000 3 6
528.000000 3 6
529.000000 3 6
530.000000 3 6
531.000000 3 6
532.000000 3 6
533.000000 3 6
534.000000 3 6
535.000000 3 6
536.000000 3 6
537.000000 3 6
538.000000 3 6
539.000000 3 6
540.000000 3 6
541.000000 3 6
542.000000 3 6
543.000000 3 6
544.000000 3 6
545.000000 3 6
546.000000 3 6
547.000000 3 6
548.000000 3 6
549.000000 3 6
550.000000 3 6
551.000000 3 6
552.000000 3 6
553.000000 3 6
554.000000 1 6
555.000000 1 6
556.000000 1 6
557.000000 1 6
558.000000 1 6
559.000000 1 6
560.000000 1 6
561.000000 1 6
562.000000 1 6
563.000000 1 6
564.000000 1 6
565.000000 1 6
566.000000 1 6
567.000000 1 6
568.000000 1 6
569.000000 1 6
570.000000 1 6
571.000000 1 6
572.000000 1 6
573.000000 1 6
574.000000 1 6
575.000000 1 6
576.000000 1 6
577.000000 1 6
578.000000 1 6
579.000000 1 6
580.000000 1 6
581.000000 1 6
582.000000 3 6
583.000000 3 6
584.000000 3 6
585.000000 3 6
586.000000 3 6
587.000000 3 6
588.000000 3 6
589.000000 3 6
590.000000 3 6
591.000000 3 6
592.000000 3 6
593.000000 3 6
594.000000 3 6
595.000000 3 6
596.000000 3 6
597.000000 3 6
598.000000 3 6
599.000000 3 6
600.000000 3 6
601.000000 3 6
602.000000 3 6
603.000000 3 6
604.000000 1 6
605.000000 1 6
606.000000 1 6
607.000000 1 6
608.000000 1 6
609.000000 1 6
610.000000 1 6
611.000000 1 6
612.000000 1 6
613.000000 1 6
614.000000 1 6
615.000000 1 6
616.000000 1 6
617.000000 1 6
618.000000 1 6
619.000000 1 6
620.000000 1 6
621.000000 1 6
622.000000 1 6
623.000000 1 6
624.000000 1 6
625.000000 1 6
626.000000 1 6
627.000000 1 6
628.000000 1 6
629.000000 1 6
630.000000 1 6
631.000000 1 6
632.000000 1 6
633.000000 1 6
634.000000 1 6
635.000000 1 6
636.000000 1 6
637.000000 1 6
638.000000 1 6
639.000000 1 6
640.000000 1 6
641.000000 1 6
642.000000 1 6
643.000000 1 6
644.000000 1 6
645.000000 1 6
646.000000 1 6
647.000000 1 6
648.000000 1 6
649.000000 1 6
650.000000 1 6
651.000000 5 6
652.000000 5 6
653.000000 5 6
654.000000 5 6
655.000000 5 6
656.000000 5 6
657.000000 5 6
658.000000 5 6
659.000000 5 6
660.000000 5 6
661.000000 5 6
662.000000 5 6
663.000000 5 6
664.000000 5 6
665.000000 5 6
666.000000 5 6
667.000000 5 6
668.000000 5 6
669.000000 5 6
670.000000 5 6
671.000000 1 6
672.000000 1 6
673.000000 1 6
674.000000 1 6
675.000000 1 6
676.000000 1 6
677.000000 1 6
678.000000 1 6
679.000000 1 6
680.000000 1 6
681.000000 1 6
682.000000 1 6
683.000000 1 6
684.000000 1 6
685.000000 1 6
686.000000 1 6
687.000000 1 6
688.000000 1 6
689.000000 1 6
690.000000 1 6
691.000000 1 6
692.000000 1 6
693.000000 1 6
694.000000 1 6
695.000000 1 6
696.000000 1 6
697.000000 1 6
698.000000 1 6
699.000000 1 6
700.000000 1 6
701.000000 1 6
702.000000 1 6
703.000000 1 6
704.000000 1 6
705.000000 1 6
706.000000 1 6
707.000000 1 6
708.000000 1 6
709.000000 1 6
710.000000 1 6
711.000000 1 6
712.000000 1 6
713.000000 1 6
714.000000 1 6
715.000000 1 6
716.000000 1 6
717.000000 1 6
718.000000 1 6
719.000000 1 6
720.000000 1 6
721.000000 1 6
722.000000 1 6
723.000000 1 6
724.000000 3 6
725.000000 3 6
726.000000 3 6
727.000000 3 6
728.000000 3 6
729.000000 3 6
730.000000 3 6
731.000000 3 6
732.000000 3 6
733.000000 3 6
734.000000 3 6
735.000000 3 6
736.000000 3 6
737.000000 3 6
738.000000 3 6
739.000000 3 6
740.000000 3 6
741.000000 3 6
742.000000 3 6
743.000000 3 6
744.000000 4 6
745.000000 4 6
746.000000 4 6
747.000000 4 6
748.000000 4 6
749.000000 4 6
750.000000 3 6
751.000000 3 6
752.000000 3 6
753.000000 3 6
754.000000 3 6
755.000000 3 6
756.000000 3 6
757.000000 3 6
758.000000 3 6
759.000000 3 6
760.000000 3 6
761.000000 3 6
762.000000 3 6
763.000000 3 6
764.000000 3 6
765.000000 3 6
766.000000 3 6
767.000000 3 6
768.000000 3 6
769.000000 3 6
770.000000 3 6
771.000000 3 6
772.000000 3 6
773.000000 3 6
774.000000 3 6
775.000000 3 6
776.000000 3 6
777.000000 3 6
778.000000 3 6
779.000000 3 6
780.000000 3 6
781.000000 3 6
782.000000 3 6
783.000000 3 6
784.000000 3 6
785.000000 3 6
786.000000 3 6
787.000000 3 6
788.000000 3 6
789.000000 3 6
790.000000 3 6
791.000000 3 6
792.000000 3 6
793.000000 3 6
794.000000 3 6
795.000000 3 6
796.000000 3 6
797.000000 3 6
798.000000 3 6
799.000000 3 6
800.000000 3 6
801.000000 3 6
802.000000 3 6
803.000000 3 6
804.000000 3 6
805.000000 3 6
806.000000 3 6
807.000000 3 6
808.000000 3 6
809.000000 3 6
810.000000 3 6
811.000000 3 6
812.000000 3 6
813.000000 3 6
814.000000 3 6
815.000000 3 6
816.000000 3 6
817.000000 1 6
818.000000 1 6
819.000000 1 6
820.000000 1 6
821.000000 1 6
822.000000 5 6
823.000000 5 6
824.000000 5 6
825.000000 5 6
826.000000 5 6
827.000000 5 6
828.000000 5 6
829.000000 5 6
830.000000 5 6
831.000000 5 6
832.000000 5 6
833.000000 5 6
834.000000 5 6
835.000000 5 6
836.000000 5 6
837.000000 5 6
838.000000 5 6
839.000000 5 6
840.000000 5 6
841.000000 5 6
842.000000 5 6
843.000000 5 6
844.000000 5 6
845.000000 7 7
846.000000 7 7
847.000000 7 7
848.000000 7 7
849.000000 7 7
850.000000 7 7
851.000000 7 7
852.000000 7 7
853.000000 7 7
854.000000 7 7
855.000000 7 7
856.000000 7 7
857.000000 7 7
858.000000 7 7
859.000000 7 7
860.000000 7 7
861.000000 7 7
862.000000 7 7
863.000000 7 7
864.000000 7 7
865.000000 7 7
866.000000 7 7
867.000000 7 7
868.000000 7 7
869.000000 7 7
870.000000 7 7
871.000000 7 7
872.000000 7 7
873.000000 3 7
874.000000 3 7
875.000000 3 7
876.000000 3 7
877.000000 3 7
878.000000 3 7
879.000000 3 7
880.000000 3 7
881.000000 3 7
882.000000 3 7
883.000000 3 7
884.000000 3 7
885.000000 3 7
886.000000 3 7
887.000000 3 7
888.000000 3 7
889.000000 3 7
890.000000 3 7
891.000000 3 7
892.000000 3 7
893.000000 3 7
894.000000 3 7
895.000000 4 7
896.000000 2 7
897.000000 2 7
898.000000 2 7
899.000000 2 7
900.000000 2 7
901.000000 2 7
902.000000 2 7
903.000000 2 7
904.000000 2 7
905.000000 2 7
906.000000 2 7
907.000000 2 7
908.000000 2 7
909.000000 2 7
910.000000 2 7
911.000000 2 7
912.000000 2 7
913.000000 2 7
914.000000 2 7
915.000000 2 7
916.000000 1 7
917.000000 1 7
918.000000 1 7
919.000000 1 7
920.000000 1 7
921.000000 1 7
922.000000 2 7
923.000000 2 7
924.000000 2 7
925.000000 2 7
926.000000 2 7
927.000000 2 7
928.000000 2 7
929.000000 2 7
930.000000 2 7
931.000000 2 7
932.000000 2 7
933.000000 2 7
934.000000 2 7
935.000000 2 7
936.000000 2 7
937.000000 2 7
938.000000 2 7
939.000000 2 7
940.000000 2 7
941.000000 2 7
942.000000 2 7
943.000000 2 7
944.000000 2 7
945.000000 2 7
946.000000 2 7
947.000000 2 7
948.000000 2 7
949.000000 2 7
950.000000 2 7
951.000000 2 7
952.000000 2 7
953.000000 2 7
954.000000 2 7
955.000000 2 7
956.000000 2 7
957.000000 2 7
958.000000 2 7
959.000000 2 7
960.000000 2 7
961.000000 2 7
962.000000 2 7
963.000000 2 7
964.000000 2 7
965.000000 2 7
966.000000 2 7
967.000000 2 7
968.000000 2 7
969.000000 2 7
970.000000 2 7
971.000000 2 7
972.000000 2 7
973.000000 1 7
974.000000 1 7
975.000000 1 7
976.000000 1 7
977.000000 2 7
978.000000 2 7
979.000000 2 7
980.000000 2 7
981.000000 2 7
982.000000 2 7
983.000000 2 7
984.000000 2 7
985.000000 1 7
986.000000 1 7
987.000000 1 7
988.000000 1 7
989.000000 1 7
990.000000 1 7
991.000000 1 7
992.000000 1 7
993.000000 1 7
994.000000 1 7
995.000000 1 7
996.000000 1 7
997.000000 1 7
998.000000 1 7
999.000000 1 7
1000.000000 1 7
1001.000000 1 7
1002.000000 1 7
1003.000000 1 7
1004.000000 1 7
1005.000000 1 7
1006.000000 1 7
1007.000000 1 7
1008.000000 1 7
1009.000000 1 7
1010.000000 1 7
1011.000000 1 7
1012.000000 1 7
1013.000000 1 7
1014.000000 1 7
1015.000000 1 7
1016.000000 1 7
1017.000000 1 7
1018.000000 1 7
1019.000000 1 7
1020.000000 1 7
1021.000000 1 7
1022.000000 1 7
1023.000000 1 7
1024.000000 1 7
1025.000000 1 7
1026.000000 1 7
1027.000000 1 7
1028.000000 1 7
1029.000000 1 7
1030.000000 1 7
1031.000000 1 7
1032.000000 1 7
1033.000000 1 7
1034.000000 1 7
1035.000000 1 7
1036.000000 1 7
1037.000000 1 7
1038.000000 1 7
1039.000000 1 7
1040.000000 1 7
1041.000000 1 7
1042.000000 1 7
1043.000000 1 7
1044.000000 1 7
1045.000000 1 7
1046.000000 1 7
1047.000000 1 7
1048.000000 1 7
1049.000000 1 7
1050.000000 1 7
1051.000000 1 7
1052.000000 5 7
1053.000000 5 7
1054.000000 5 7
1055.000000 5 7
1056.000000 5 7
1057.000000 5 7
1058.000000 5 7
1059.000000 5 7
1060.000000 5 7
1061.000000 5 7
1062.000000 5 7
1063.000000 5 7
1064.000000 5 7
1065.000000 5 7
1066.000000 5 7
1067.000000 5 7
1068.000000 5 7
1069.000000 5 7
1070.000000 6 7
1071.000000 6 7
1072.000000 6 7
1073.000000 6 7
1074.000000 6 7
1075.000000 6 7
1076.000000 6 7
1077.000000 2 7
1078.000000 2 7
1079.000000 2 7
1080.000000 2 7
1081.000000 2 7
1082.000000 2 7
1083.000000 2 7
1084.000000 2 7
1085.000000 2 7
1086.000000 2 7
1087.000000 2 7
1088.000000 2 7
1089.000000 2 7
1090.000000 2 7
1091.000000 2 7
1092.000000 2 7
1093.000000 2 7
1094.000000 2 7
1095.000000 2 7
1096.000000 2 7
1097.000000 2 7
1098.000000 2 7
1099.000000 2 7
1100.000000 2 7
1101.000000 2 7
1102.000000 2 7
1103.000000 2 7
1104.000000 2 7
1105.000000 2 7
1106.000000 2 7
1107.000000 2 7
1108.000000 2 7
1109.000000 2 7
1110.000000 2 7
1111.000000 2 7
1112.000000 2 7
1113.000000 2 7
1114.000000 2 7
1115.000000 2 7
1116.000000 2 7
1117.000000 2 7
1118.000000 2 7
1119.000000 2 7
1120.000000 2 7
1121.000000 2 7
1122.000000 2 7
1123.000000 2 7
1124.000000 2 7
1125.000000 2 7
1126.000000 2 7
1127.000000 2 7
1128.000000 2 7
1129.000000 2 7
1130.000000 2 7
1131.000000 2 7
1132.000000 2 7
1133.000000 2 7
1134.000000 2 7
1135.000000 2 7
1136.000000 2 7
1137.000000 4 7
1138.000000 4 7
1139.000000 4 7
1140.000000 4 7
1141.000000 4 7
1142.000000 4 7
1143.000000 4 7
1144.000000 4 7
1145.000000 4 7
1146.000000 4 7
1147.000000 3 7
1148.000000 3 7
1149.000000 3 7
1150.000000 3 7
1151.000000 3 7
1152.000000 3 7
1153.000000 3 7
1154.000000 3 7
1155.000000 3 7
1156.000000 3 7
1157.000000 3 7
1158.000000 3 7
1159.000000 3 7
1160.000000 3 7
1161.000000 3 7
1162.000000 3 7
1163.000000 3 7
1164.000000 3 7
1165.000000 3 7
1166.000000 3 7
1167.000000 3 7
1168.000000 3 7
1169.000000 3 7
1170.000000 3 7
1171.000000 3 7
1172.000000 3 7
1173.000000 3 7
1174.000000 3 7
1175.000000 3 7
1176.000000 3 7
1177.000000 3 7
1178.000000 3 7
1179.000000 3 7
1180.000000 3 7
1181.000000 3 7
1182.000000 3 7
1183.000000 3 7
1184.000000 3 7
1185.000000 3 7
1186.000000 3 7
1187.000000 1 7
1188.000000 1 7
1189.000000 1 7
1190.000000 1 7
1191.000000 1 7
1192.000000 1 7
1193.000000 1 7
1194.000000 1 7
1195.000000 1 7
1196.000000 1 7
1197.000000 1 7
1198.000000 1 7
1199.000000 1 7
1200.000000 1 7
1201.000000 1 7
1202.000000 1 7
1203.000000 1 7
1204.000000 1 7
1205.000000 1 7
1206.000000 1 7
1207.000000 1 7
1208.000000 1 7
1209.000000 1 7
1210.000000 1 7
1211.000000 1 7
1212.000000 1 7
1213.000000 1 7
1214.000000 1 7
1215.000000 1 7
1216.000000 1 7
1217.000000 1 7
1218.000000 1 7
1219.000000 1 7
1220.000000 1 7
1221.000000 1 7
1222.000000 1 7
1223.000000 1 7
1224.000000 1 7
1225.000000 1 7
1226.000000 1 7
1227.000000 1 7
1228.000000 1 7
1229.000000 1 7
1230.000000 1 7
1231.000000 1 7
1232.000000 1 7
1233.000000 1 7
1234.000000 1 7
1235.000000 1 7
1236.000000 1 7
1237.000000 1 7
1238.000000 1 7
1239.000000 1 7
1240.000000 1 7
1241.000000 3 7
1242.000000 3 7
1243.000000 3 7
1244.000000 3 7
1245.000000 3 7
1246.000000 3 7
1247.000000 1 7
1248.000000 1 7
1249.000000 1 7
1250.000000 1 7
1251.000000 1 7
1252.000000 1 7
1253.000000 1 7
1254.000000 1 7
1255.000000 1 7
1256.000000 1 7
1257.000000 1 7
1258.000000 1 7
1259.000000 1 7
1260.000000 1 7
1261.000000 1 7
1262.000000 1 7
1263.000000 1 7
1264.000000 1 7
1265.000000 1 7
1266.000000 1 7
1267.000000 1 7
1268.000000 1 7
1269.000000 1 7
1270.000000 1 7
1271.000000 1 7
1272.000000 1 7
1273.000000 1 7
1274.000000 1 7
1275.000000 2 7
1276.000000 2 7
1277.000000 2 7
1278.000000 2 7
1279.000000 2 7
1280.000000 2 7
1281.000000 2 7
1282.000000 2 7
1283.000000 2 7
1284.000000 2 7
1285.000000 2 7
1286.000000 2 7
1287.000000 2 7
1288.000000 2 7
1289.000000 2 7
1290.000000 2 7
1291.000000 2 7
1292.000000 2 7
1293.000000 2 7
1294.000000 2 7
1295.000000 2 7
1296.000000 2 7
1297.000000 2 7
1298.000000 2 7
1299.000000 2 7
1300.000000 2 7
1301.000000 2 7
1302.000000 2 7
1303.000000 2 7
1304.000000 2 7
1305.000000 2 7
1306.000000 2 7
1307.000000 2 7
1308.000000 2 7
1309.000000 2 7
1310.000000 2 7
1311.000000 2 7
1312.000000 2 7
1313.000000 2 7
1314.000000 2 7
1315.000000 2 7
1316.000000 2 7
1317.000000 2 7
1318.000000 2 7
1319.000000 2 7
1320.000000 2 7
1321.000000 2 7
1322.000000 2 7
1323.000000 2 7
1324.000000 2 7
1325.000000 2 7
1326.000000 2 7
1327.000000 2 7
1328.000000 2 7
1329.000000 2 7
1330.000000 2 7
1331.000000 2 7
1332.000000 2 7
1333.000000 2 7
1334.000000 2 7
1335.000000 2 7
1336.000000 2 7
1337.000000 2 7
1338.000000 2 7
1339.000000 2 7
1340.000000 2 7
1341.000000 2 7
1342.000000 2 7
1343.000000 2 7
1344.000000 2 7
1345.000000 2 7
1346.000000 2 7
1347.000000 2 7
1348.000000 2 7
1349.000000 2 7
1350.000000 2 7
1351.000000 2 7
1352.000000 2 7
1353.000000 2 7
1354.000000 2 7
1355.000000 2 7
1356.000000 2 7
1357.000000 2 7
1358.000000 2 7
1359.000000 2 7
1360.000000 2 7
1361.000000 2 7
1362.000000 2 7
1363.000000 2 7
1364.000000 2 7
1365.000000 2 7
1366.000000 2 7
1367.000000 2 7
1368.000000 1 7
1369.000000 1 7
1370.000000 1 7
1371.000000 1 7
1372.000000 1 7
1373.000000 1 7
1374.000000 2 7
1375.000000 2 7
1376.000000 2 7
1377.000000 2 7
1378.000000 2 7
1379.000000 2 7
1380.000000 2 7
1381.000000 2 7
1382.000000 2 7
1383.000000 2 7
1384.000000 2 7
1385.000000 2 7
1386.000000 2 7
1387.000000 2 7
1388.000000 2 7
1389.000000 2 7
1390.000000 2 7
1391.000000 2 7
1392.000000 2 7
1393.000000 2 7
1394.000000 2 7
1395.000000 2 7
1396.000000 2 7
1397.000000 2 7
1398.000000 2 7
1399.000000 2 7
1400.000000 2 7
1401.000000 2 7
1402.000000 2 7
1403.000000 2 7
1404.000000 2 7
1405.000000 2 7
1406.000000 2 7
1407.000000 2 7
1408.000000 2 7
1409.000000 2 7
1410.000000 2 7
1411.000000 2 7
1412.000000 2 7
1413.000000 2 7
1414.000000 2 7
1415.000000 2 7
1416.000000 2 7
1417.000000 2 7
1418.000000 2 7
1419.000000 2 7
1420.000000 2 7
1421.000000 2 7
1422.000000 2 7
1423.000000 2 7
1424.000000 2 7
1425.000000 2 7
1426.000000 2 7
1427.000000 2 7
1428.000000 2 7
1429.000000 2 7
1430.000000 2 7
1431.000000 2 7
1432.000000 1 7
1433.000000 1 7
1434.000000 5 7
1435.000000 5 7
1436.000000 5 7
1437.000000 5 7
1438.000000 5 7
1439.000000 5 7
1440.000000 5 7
1441.000000 5 7
1442.000000 5 7
1443.000000 5 7
1444.000000 5 7
1445.000000 5 7
1446.000000 5 7
1447.000000 5 7
1448.000000 5 7
1449.000000 5 7
1450.000000 5 7
1451.000000 5 7
1452.000000 5 7
1453.000000 5 7
1454.000000 5 7
1455.000000 5 7
1456.000000 5 7
1457.000000 5 7
1458.000000 5 7
1459.000000 5 7
1460.000000 5 7
1461.000000 5 7
1462.000000 5 7
1463.000000 5 7
1464.000000 5 7
1465.000000 5 7
1466.000000 5 7
1467.000000 5 7
1468.000000 5 7
1469.000000 5 7
1470.000000 5 7
1471.000000 5 7
1472.000000 5 7
1473.000000 5 7
1474.000000 5 7
1475.000000 5 7
1476.000000 5 7
1477.000000 5 7
1478.000000 5 7
1479.000000 5 7
1480.000000 5 7
1481.000000 5 7
1482.000000 5 7
1483.000000 5 7
1484.000000 5 7
1485.000000 5 7
1486.000000 5 7
1487.000000 5 7
1488.000000 5 7
1489.000000 5 7
1490.000000 5 7
1491.000000 5 7
1492.000000 5 7
1493.000000 5 7
1494.000000 5 7
1495.000000 5 7
1496.000000 5 7
1497.000000 5 7
1498.000000 5 7
